"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gm6085",0.362205612209624,3.45568413066671,3.08260427120824,1.12102749060042,0.262276160913084,1
"Mrpl15",181.150639136583,0.012668795664756,0.119709277204904,0.105829689732995,0.915717480060881,1
"A930006A01Rik",0.311823203928757,1.99146546973657,3.32098972336249,0.599660232528581,0.548732696339693,1
"Lypla1",33.691795372748,0.144299890997174,0.278521615675697,0.518092251644814,0.60439390607765,1
"ENSMUSG00000137875",0.28372532257474,-1.42745968211757,3.0212090423812,-0.472479613986758,0.636584489457842,1
"Tcea1",87.3440263687663,0.00221067361353597,0.169125028090765,0.0130712387071981,0.989570957425447,1
"Gm6104",0.37419512425033,1.99147759304581,2.86619295940749,0.694816302059962,0.487170430504082,1
"Gm37277",0.917584399280068,1.02799654847036,1.88783920798799,0.544536072839577,0.58607263214984,1
"Atp6v1h",37.2072304877659,-0.196198411550579,0.269299673415021,-0.728550499384435,0.466276667456151,1
"4732440D04Rik",4.22445632376055,-0.444792852909938,0.789095950590835,-0.563673977260813,0.57297603056031,1
"Rb1cc1",39.0530417202627,-0.0936856097651261,0.260632034911454,-0.359455466773125,0.719254386956942,1
"ENSMUSG00000143943",0.426362916349497,-1.41310843400857,2.47691473966533,-0.570511536541424,0.568330799727246,1
"ENSMUSG00000141243",0.828635538578905,0.597608669979091,1.77806625985711,0.336100337468366,0.736795203948797,1
"Gm19026",0.0706990588006624,0,4.40735632396697,0,1,1
"Gm37108",1.06279010420725,-0.454125754590369,1.73024769840301,-0.262462857202192,0.792964617509994,1
"Gm57122",1.260162541706,2.01271341602408,1.63764070908725,1.2290323542005,0.219059675650507,1
"Pcmtd1",26.1948851315414,-0.250382468483815,0.311926432316923,-0.802697182871061,0.422149781615913,1
"Gm38372",0.165924905978709,-0.810366305106519,4.07289615586948,-0.198965619081325,0.842289638864102,1
"Gm26901",1.46778814633493,0.0220879734564876,1.18266809700049,0.0186763923982626,0.985099261107543,1
"Rps2-ps2",0.245989399419094,1.93249934099092,3.54963685849562,0.544421702283635,0.586151314879426,1
"Sntg1",0.196590507095887,0.067899795448116,4.40735632396697,0.0154060145032705,0.987708265117141,1
"Gm36964",0.364679396423325,1.02970400197622,2.88173953481538,0.357320288504905,0.720852043168604,1
"2610203C22Rik",5.54380791795945,-0.267148930093789,0.697512184288553,-0.383002528287408,0.701717889457376,1
"Rrs1",64.1536497366908,0.321076410643934,0.200288780184032,1.60306738275064,0.108919778241612,1
"Adhfe1",1.92667254765154,0.507130747241264,1.14760433699706,0.441903825989604,0.658558801924623,1
"Mybl1",5.9725874394441,0.38298335118024,0.590680042584258,0.64837699527593,0.516741145667864,1
"Vcpip1",12.2875676565314,0.117933397707374,0.43857901424372,0.268898861726743,0.788007512931979,1
"1700034P13Rik",0.596341747502334,-0.466777202594013,2.18202626723858,-0.213919149188215,0.830610106982217,1
