"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032825","positive regulation of natural killer cell differentiation","1/1","11/25615",0.0909090909090909,2328.63636363636,48.2455838770386,0.000429435877415507,0.0116976913385283,NA,"Axl",1
"GO:0060068","vagina development","1/1","12/25615",0.0833333333333333,2134.58333333333,46.1907277852745,0.000468475502635179,0.0116976913385283,NA,"Axl",1
"GO:0032823","regulation of natural killer cell differentiation","1/1","14/25615",0.0714285714285714,1829.64285714286,42.7626338892129,0.000546554753074302,0.0116976913385283,NA,"Axl",1
"GO:0048548","regulation of pinocytosis","1/1","14/25615",0.0714285714285714,1829.64285714286,42.7626338892129,0.000546554753074302,0.0116976913385283,NA,"Axl",1
"GO:0030540","female genitalia development","1/1","19/25615",0.0526315789473684,1348.15789473684,36.7036496105884,0.000741752879172219,0.0116976913385283,NA,"Axl",1
"GO:0035457","cellular response to interferon-alpha","1/1","23/25615",0.0434782608695652,1113.69565217391,33.3570929814622,0.000897911380050687,0.0116976913385283,NA,"Axl",1
"GO:0006907","pinocytosis","1/1","25/25615",0.04,1024.6,31.9937493895292,0.00097599063048992,0.0116976913385283,NA,"Axl",1
"GO:1903902","positive regulation of viral life cycle","1/1","25/25615",0.04,1024.6,31.9937493895292,0.00097599063048992,0.0116976913385283,NA,"Axl",1
"GO:0032816","positive regulation of natural killer cell activation","1/1","28/25615",0.0357142857142857,914.821428571428,30.2294794624623,0.00109310950614872,0.0116976913385283,NA,"Axl",1
"GO:0001780","neutrophil homeostasis","1/1","30/25615",0.0333333333333333,853.833333333333,29.203310314643,0.00117118875658806,0.0116976913385283,NA,"Axl",1
"GO:0001779","natural killer cell differentiation","1/1","32/25615",0.03125,800.46875,28.2748784259102,0.00124926800702729,0.0116976913385283,NA,"Axl",1
"GO:0035455","response to interferon-alpha","1/1","35/25615",0.0285714285714286,731.857142857143,27.0343696589571,0.00136638688268598,0.011728154076388,NA,"Axl",1
"GO:0032689","negative regulation of type II interferon production","1/1","39/25615",0.0256410256410256,656.794871794872,25.6084921812057,0.00152254538356433,0.0117415576810462,NA,"Axl",1
